,title,authors,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_family
4174,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,0375423001,9780375423000,276,7776,560,2006-09-19,Pantheon Books,Pantheon
4175,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,9781400077090,272,16314,1764,2005-07-12,Anchor,Anchor
4176,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,9781400095087,128,4833,479,2004-12-28,Anchor,Anchor
4177,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,037570180X,9780375701801,128,188,12,1998-10-27,Knopf,Knopf
4178,True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,0312982860,9780312982867,432,237,14,2002-04-15,Minotaur Books,Minotaur
4179,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,0446698466,9780446698467,204,68379,3083,2006-09-05,Grand Central Publishing,Grand Central Publishing
4180,The Guardian,Nicholas Sparks,4.15,0446696110,9780446696111,400,148042,4193,2005-04-01,Grand Central Publishing,Grand Central Publishing
4181,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,1561706604,9781561706600,175,253,21,2003-06-01,Hay House,Hay House
4182,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,0553816713,9780553816716,214,1090603,15272,2004-07-05,Bantam,Bantam
4183,True Believer,Nicholas Sparks,3.8,0446532436,9780446532433,322,896,77,2009-07-01,Warner Books,Warner Books
4184,The Patron Saint of Liars,Ann Patchett,3.8,1841150509,9781841150505,352,25342,2493,2003-04-01,HarperCollins Publishers,HarperCollins
4185,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,0452265819,9780452265813,416,2690,133,1991-03-30,Plume,Plume
4186,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,0156030276,9780156030274,275,1009,109,2007-01-15,Mariner Books,Mariner Books
4187,The Falls,Joyce Carol Oates,3.58,0060722290,9780060722296,512,8278,748,2005-08-02,Harper Perennial,Harper Perennial
4188,The Assignation: Stories,Joyce Carol Oates,3.8,0880014407,9780880014403,208,337,23,1996-08-01,PerfectBound,PerfectBound
4189,The Gravedigger's Daughter,Joyce Carol Oates,3.55,0061236829,9780061236822,582,7518,860,2007-05-29,Ecco,Ecco
4190,Middle Age: A Romance,Joyce Carol Oates,3.58,0060934905,9780060934903,480,1650,199,2002-10-01,Ecco,Ecco
4191,Black Water,Joyce Carol Oates,3.54,0452269865,9780452269866,160,5513,484,1993-05-01,Plume,Plume
4192,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,0151015317,9780151015313,229,778,122,2007-08-06,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt
4193,A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter,3.84,0812968344,9780812968347,406,1448,138,2003-04-22,Modern Library,Modern Library
4194,Paradise Lost,John Milton/John      Leonard,3.82,0140424393,9780140424393,453,113473,2598,2003-02-27,Penguin Classics,Penguin
4195,Paradise Lost,John Milton/Philip Pullman,3.82,019280619X,9780192806192,374,269,29,2005-09-15,Oxford University Press,Oxford University Press
4196,Paradise Lost,John Milton/Gordon Teskey,3.82,0393924289,9780393924282,590,1909,120,2004-12-15,W. W. Norton & Company,W. W. Norton
4197,Paradise (Second Opportunities  #1),Judith McNaught,4.31,0743474163,9780743474160,709,27430,1132,2003-07-01,Pocket Books,Pocket Books
4198,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,1400049474,9781400049479,288,1776,282,2003-08-05,Broadway Books,Broadway Books
4199,Milton's Paradise Lost,John Milton/Gustave Doré,3.82,1841932515,9781841932514,384,118,10,2008-08-14,Booksales,Booksales
4200,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,1425910394,9781425910396,272,33,7,2006-02-14,Authorhouse,Authorhouse
4201,Mary Queen of Scotland and The Isles,Margaret George,4.05,0312155859,9780312155858,870,11523,507,1997-04-15,St. Martin's Griffin,St. Martin's Griffin
4202,When the Elephants Dance,Tess Uriza Holthe,4.03,0142002887,9780142002889,368,2627,382,2003-06-24,Penguin Books,Penguin
4203,A Thread of Grace,Mary Doria Russell,4.02,0449004139,9780449004135,442,11782,1332,2005-12-06,Ballantine Books,Ballantine
4204,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,0375758623,9780375758621,281,4151,521,2002-03-12,Random House Trade,Random House
4205,The Dive From Clausen's Pier,Ann Packer,3.42,0375727132,9780375727139,432,19844,1747,2003-04-08,Vintage,Vintage
4206,The Dive from Clausen's Pier,Ann Packer,3.42,0749933631,9780749933630,368,60,8,2003-03-27,Piatkus,Piatkus
4207,A Dubious Codicil,Michael Wharton,3.25,0701130644,9780701130640,224,3,0,1991-03-15,Random House UK Distribution,Random House
4208,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,0743487672,9780743487672,296,9459,194,2004-07-01,Simon  Schuster,Simon & Schuster
4209,Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert,4.28,1931082219,9781931082211,1075,506,24,2002-09-30,Library of America,Library of America
4210,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,1842931539,9781842931530,246,47,11,2005-10-10,Watkins Publishing,Watkins Publishing
4211,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,159307736X,9781593077365,48,539,29,2007-03-27,Dark Horse Comics,Dark Horse
4212,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,0226677184,9780226677187,793,1145,77,1995-05-31,University of Chicago Press,University of Chicago Press
4213,Anthony Powell: A Life,Michael   Barber,3.72,1585677108,9781585677108,352,39,8,2005-12-27,Harry N. Abrams,Harry N. Abrams
4214,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,0226677141,9780226677149,718,3817,271,1995-05-31,University of Chicago Press,University of Chicago Press
4215,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,0226677176,9780226677170,715,1289,83,1995-05-31,University of Chicago Press,University of Chicago Press
4216,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,0226677168,9780226677163,722,1237,87,1995-06-15,University of Chicago Press,University of Chicago Press
4217,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,1400077303,9781400077304,832,15971,812,2004-03-30,Vintage,Vintage
4218,Alexander Hamilton,Ron Chernow,4.23,0143034758,9780143034759,818,97099,6149,2005-03-29,Penguin Books,Penguin
4219,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,0802138292,9780802138293,812,5110,281,2001-09-20,Grove Press,Grove Press
4220,Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,3.67,0345479394,9780345479396,160,390,57,2006-04-11,Ballantine Books,Ballantine
4221,Empire of the Senseless,Kathy Acker,3.49,0802131794,9780802131799,240,1487,78,1994-01-13,Grove Press,Grove Press
4222,Great Expectations,Kathy Acker,3.59,0802131557,9780802131553,128,740,38,1994-01-18,Grove Press,Grove Press
4223,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,1400096197,9781400096190,464,2944,499,2005-07-12,Anchor,Anchor
4224,Queen of the Scene,Queen Latifah/Frank Morrison,4.06,0060778563,9780060778569,32,94,18,2006-09-26,HarperCollins,HarperCollins
4225,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,0060556579,9780060556570,405,13491,506,2003-04-29,Harper Perennial (HarperCollins),Harper Perennial
4226,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,060980877X,9780609808771,288,1958,142,2003-01-07,Three Rivers Press (CA),Three Rivers Press
4227,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,0618683070,9780618683079,275,25441,2241,2006-05-22,Houghton Mifflin,Houghton Mifflin
4228,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,0060846739,9780060846732,336,3808,315,2006-04-11,William Morrow,William Morrow
4229,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,0743272501,9780743272506,518,68763,3394,2006-12-05,Atria Books,Atria
4230,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,0743272498,9780743272490,390,136931,3915,2006-09-06,Washington Square Press,Washington Square Press
4231,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,0743249305,9780743249300,624,9643,451,2003-07-02,Washington Square Press,Washington Square Press
4232,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,0743269268,9780743269261,441,43749,1967,2005-09-07,Washington Square Press,Washington Square Press
4233,Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,0743272536,9780743272537,661,4469,272,2006-04-05,Washington Square Press,Washington Square Press
4234,The Wise Woman,Philippa Gregory,3.32,0006514642,9780006514640,640,6774,529,2002-02-01,HarperCollins Publishers,HarperCollins
4235,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,0743249313,9780743249317,569,8842,380,2003-07-02,Washington Square Press,Washington Square Press
4236,The Little House,Philippa Gregory,3.68,0006496431,9780006496434,368,1910,237,1998-02-01,HarperCollins Publishers,HarperCollins
4237,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,0743249291,9780743249294,656,18944,1547,2003-07-02,Washington Square Press,Washington Square Press
4238,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,0807071277,9780807071274,214,2543,141,2002-09-05,Beacon Press,Beacon Press
4239,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,0060921080,9780060921088,341,732,25,1991-10-23,Harper Perennial,Harper Perennial
4240,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,0385722435,9780385722438,208,23926,4356,2002-09-17,Anchor,Anchor
4241,Daisy Miller and Other Stories,Henry James/Jean Gooder,3.52,0192835432,9780192835437,352,558,40,1998-11-19,Oxford University Press,Oxford University Press
4242,The Turn of the Screw/Daisy Miller,Henry James,3.61,0440391547,9780440391548,192,959,55,1954-08-01,Laurel,Laurel
4243,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,0385495226,9780385495226,352,85408,4334,1999-06-15,Anchor Books,Anchor
4244,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,0552143030,9780552143035,384,163,26,1995-08-01,Corgi,Corgi
4245,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,0520251741,9780520251748,267,12,2,2007-03-19,University of California Press,University of California Press
4246,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,1584850558,9781584850557,128,170,5,2001-12-31,American Girl Publishing Inc,American Girl
4247,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,4.06,1584850450,9781584850458,126,415,32,2000-06-29,American Girl Publishing Inc,American Girl
4248,Hear the Wind Blow,Mary Downing Hahn,4.07,0618181903,9780618181902,224,266,45,2003-05-19,Clarion Books,Clarion
4249,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,0316010707,9780316010702,389,67271,5246,2005-10-17,Back Bay Books,Back Bay Books
4250,Three Case Histories,Sigmund Freud/Philip Rieff,3.9,0684829452,9780684829456,282,622,21,1996-11-01,Touchstone,Touchstone
4251,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,0060761350,9780060761356,277,583,82,2007-06-12,Harper,Harper
4252,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,0060166495,9780060166496,720,514,11,1991-11-26,Harper,Harper
4253,The Intuitionist,Colson Whitehead,3.68,0385493002,9780385493000,255,7473,903,1999-01-04,Anchor Books,Anchor
4254,John Henry Days,Colson Whitehead,3.65,0385498209,9780385498203,400,1940,186,2002-05-14,Anchor,Anchor
4255,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,0465083617,9780465083619,320,9845,703,2003-01-17,Basic Books,Basic Books
4256,The Custard Kid (Black Cats),Terry Deary,4.4,0713659890,9780713659894,62,5,0,2001-10-31,A & C Black (Childrens books),A & C Black
4257,The Magus,John Fowles,4.05,0316296198,9780316296199,656,38247,1915,2001-01-04,Back Bay Books,Back Bay Books
4258,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,1594771227,9781594771224,303,28,5,2006-06-27,Inner Traditions,Inner Traditions
4259,The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,0521437776,9780521437776,320,27,2,1993-04-15,Cambridge University Press,Cambridge University Press
4260,Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,0425205959,9780425205952,324,25236,1046,2005-07-05,Berkley,Berkley
4261,A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,1579126294,9781579126292,288,33195,1220,2006-09-30,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4262,And Then There Were None,Agatha Christie,4.26,0312330871,9780312330873,264,625767,18785,2004-05-03,St. Martin's Press,St. Martin's Press
4263,Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,0002317850,9780002317856,242,19657,884,2003-08-04,Dodd Mead; 1st edition (September 1976),Dodd Mead
4264,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,0006353282,9780006353287,560,4296,310,2001-01-02,HarperCollins,HarperCollins
4265,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,0425200450,9780425200452,322,145660,5711,2004-08-31,Berkley,Berkley
4266,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,1579126286,9781579126285,220,36334,975,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4267,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,0007120680,9780007120680,336,20656,1246,2001-09-03,Harper,Harper
4268,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,1572703857,9781572703858,0,14388,411,2004-03-16,HarperCollins Publishers,HarperCollins
4269,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,1572705493,9781572705494,0,49,10,2006-10-09,Audiogo,Audiogo
4270,Crooked House,Agatha Christie,4.04,031298166X,9780312981662,276,24849,1429,2002-08-19,Minotaur Books,Minotaur
4271,The Body in the Library (Miss Marple  #3),Agatha Christie,3.85,157912626X,9781579126261,191,46454,1675,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4272,Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,000649045X,9780006490456,352,3967,67,1995-10-07,HarperCollins Publishers Ltd,HarperCollins
4273,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,1579126243,9781579126247,252,69806,2470,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4274,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,3.77,0007111509,9780007111503,347,10106,520,2001-01-01,HarperCollins Publishers,HarperCollins
4275,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,1579126278,9781579126278,288,103149,5659,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4276,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,1572705477,9781572705470,6,12256,393,2006-09-08,BBC Audiobooks,BBC
4277,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,3.92,1572704721,9781572704725,8,5473,144,2005-07-26,AudioGO,AudioGO
4278,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,1579126251,9781579126254,288,121099,2237,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4279,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,3.56,1572704977,9781572704978,0,1824,89,2006-01-11,AudioGO,AudioGO
4280,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,1579126952,9781579126957,317,23274,1053,2007-03-30,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4281,The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,0573014671,9780573014673,100,2813,167,2010-11-12,Samuel French Ltd,Samuel French
4282,After the Funeral,Agatha Christie,3.87,0002310198,9780002310192,251,47,4,2001-07-02,HarperCollins,HarperCollins
4283,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,0425205967,9780425205969,352,21230,735,2005-07-05,Berkley,Berkley
4284,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,0646418432,9780646418438,121,196377,3885,2002-10-21,Deodand,Deodand
4285,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,0312273223,9780312273224,656,97,11,2001-09-22,Minotaur Books,Minotaur
4286,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,0007120699,9780007120697,335,26085,1497,2001-09-01,HarperCollins Publishers,HarperCollins
4287,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,3.5,0312970072,9780312970079,304,10356,622,1999-09-15,St. Martin's Paperbacks,St. Martin's
4288,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,0563535113,9780563535119,2,52,8,2001-11-05,BBC Audiobooks,BBC
4289,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,1579126235,9781579126230,266,1520,238,2006-09-01,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4290,Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,1579126898,9781579126896,351,674,91,2007-03-30,Black Dog & Leventhal Publishers,Black Dog & Leventhal
4291,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,0007121008,9780007121007,328,572,74,2002-07-01,HarperCollins Publishers,HarperCollins
4292,The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,0743203585,9780743203586,701,1872,106,2000-11-01,Simon & Schuster,Simon & Schuster
4293,Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,1585678368,9781585678365,272,1860,131,2006-11-23,Harry N. Abrams,Harry N. Abrams
4294,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,4.17,0743203593,9780743203593,206,2769,156,2000-11-01,Touchstone,Touchstone
4295,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,0140059024,9780140059021,557,3169,137,1983-09-29,Penguin Books,Penguin
4296,Spring Fever,P.G. Wodehouse,4.05,158567575X,9781585675753,276,483,31,2004-10-21,Harry N. Abrams,Harry N. Abrams
4297,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,1585673927,9781585673926,273,15598,771,2003-03-31,The Overlook Press,Overlook Press
4298,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,4.16,1585672777,9781585672776,268,1099,77,2002-05-13,The Overlook Press,Overlook Press
